game_id,user_id
2231,135
2368,135
1411,135
477,193
481,193
536,193
575,194
479,194
477,194
2658,188
2367,46
2232,19
1297,19
1888,188
2169,188
812,188
2659,188
1771,188
1190,188
2175,174
2250,176
2041,176
660,176
477,176
2092,176
2170,20
2171,20
1888,20
1761,20
807,151
2667,51
477,192
1354,46
2665,19
1702,46
2668,46
1255,74
2667,20
807,20
2671,19
2667,19
610,196
2671,46
1344,20
1340,20
2677,20
2671,20
1344,144
2678,74
807,47
1137,79
820,189
871,189
2677,42
491,39
881,42
479,42
2681,42
2687,19
2666,19
478,213
2177,213
483,213
480,213
477,215
2687,20
2681,35
479,218
476,218
477,218
937,218
2681,218
808,218
481,218
575,218
817,218
478,218
1921,218
2265,218
2267,218
2370,218
2177,218
480,218
807,215
2665,20
2177,221
2368,19
2658,19
1356,19
479,223
476,223
2681,19
807,228
476,228
479,228
491,228
644,228
2681,228
2762,227
477,228
808,228
575,228
483,228
2368,228
2264,228
2765,228
2683,228
570,74
2768,74
2659,74
2368,74
2769,74
2177,229
480,229
478,229
1255,229
607,229
645,229
362,229
2773,229
1109,229
1343,229
2227,229
1394,229
1937,229
2153,229
1997,229
1369,229
1080,229
1124,229
1390,229
2088,229
1848,229
1305,229
1885,229
2226,229
1131,229
1345,229
1960,229
1793,229
1402,229
1366,229
1867,229
1710,229
1904,229
1434,229
1119,229
1170,229
1128,229
2254,229
1376,229
1137,229
1733,229
1303,229
1379,229
1426,229
1187,229
1828,229
1755,229
1316,229
1351,229
1106,229
2692,19
2782,230
973,35
2785,230
1124,230
1404,230
1113,230
1705,230
1119,230
1390,230
824,230
2758,46
2784,46
2789,74
2793,74
2796,74
2792,74
974,74
470,74
879,74
820,235
2805,208
2681,208
192,189
1190,189
2378,189
586,189
1376,20
483,74
1376,19
476,89
536,17
479,238
2808,19
1459,19
1137,19
2828,157
1342,157
485,157
1356,157
2830,20
2667,46
2669,46
2831,74
2832,74
2798,46
2830,151
1390,20
2837,20
2173,20
2174,20
1099,20
2838,20
1434,24
2818,46
2839,46
2821,46
2818,17
2818,19
1144,74
2843,74
2830,51
1144,17
1106,157
2169,157
2849,74
2850,74
2851,74
2852,74
2853,74
483,176
2665,46
2848,23
2848,19
2669,19
817,19
2681,46
2854,74
2857,35
2866,20
2868,19
2762,20
2863,20
2669,20
2863,24
2889,74
2885,35
2866,19
2866,17
2092,73
2896,20
2887,46
2683,20
2789,20
1009,20
477,167
476,167
2092,167
2832,167
570,167
891,167
2683,167
741,167
2898,19
2896,19
2896,46
483,118
474,118
1637,118
2902,19
2905,19
1354,19
2265,19
515,118
826,118
2919,118
2356,118
477,118
1120,118
1136,118
1219,118
2924,118
2296,118
1106,118
2264,118
2921,19
2918,35
2853,213
2676,118
2676,19
1106,19
1183,19
1433,19
2832,35
2922,46
2765,20
2923,46
3074,46
3078,46
1146,35
3074,74
3074,19
880,118
486,118
608,118
644,118
3080,19
3082,184
477,184
476,184
479,184
575,184
2832,184
3088,19
3082,19
476,245
476,251
885,252
3101,35
3101,20
3103,20
1354,20
1303,20
1083,20
1432,20
881,47
491,47
817,47
973,47
820,47
2175,47
478,47
2663,255
